Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
LASUPERBE KITTY CAT KILLA 44CL	BIERES                        	BIERE 33/44/50 CL BTE         	8589	3.681990087032	1	2
GRAND DECAPSULEUR RAPIDE      	ARTICLES DIVERS               	ART. PUB.                     	8591	2.45	10	2
JONCTION PARASOL 4M           	MATERIELS                     	MATERIEL VENTE                	8592	278.2	3	2
HOEGAARDEN GRAND CRU 33CL     	BIERES                        	BIERE 33CL VC                 	8600	1.995704966784	0	2
BIB 19L COCA COLA             	SOFT DRINKS BIB               	SOFT DRINKS BIB               	8601	238.625	0	3
BIB 5L FINLEY TONIC           	SOFT DRINKS BIB               	SOFT DRINKS BIB               	8602	73.6	0	3
BIB 5L SPRITE SANS SUCRE      	SOFT DRINKS BIB               	SOFT DRINKS BIB               	8603	58.075	0	3
LOCATION FROID SEC 1 TIRAGE   	SERVICES                      	SERVICES LOCATIONS            	8604	807.2428	0	2
LOCATION FROID SEC 2 TIRAGES  	SERVICES                      	SERVICES LOCATIONS            	8605	807.2428	1	2
RHUM ST JAMES ROYAL AMBRE 70CL	ALCOOL                        	RHUMS DOMS                    	8606	13.6	0	2
BIB 2L RH ST JAMES ROYAL AMBRE	ALCOOL                        	RHUMS DOMS                    	8607	35.87730888367	0	2
IRISH CREAM FIVE FARMS 70CL   	ALCOOL                        	LIQUEURS CREMES               	8608	21.37404098511	6	2
LA TOUR SAINT LOUIS 2023      	VINS                          	COTES FRONTONNAIS             	8610	4.320000064373	0	2
CHÂTEAU SAINT LOUIS 2020      	VINS                          	COTES FRONTONNAIS             	8611	6.583499746323	0	2
L'ACCORD PARFAIT              	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	8614	7.727348026896	0	4
ORANGINA S/PLACE 33CL BOITE   	SOFTS                         	BOISSONS SUCREES VC COMPTOIR  	8615	2.708354900658	0	4
PROSECCO MIONETTO 75CL        	VINS PERMANENTS               	VIN MOUSSEUX DE QUALITE       	8616	6.3	504	2
LA ROUGET DE LISLE BLONDE 30L 	BIERES                        	BIERE FUT 30L                 	8617	2.25	7260	2
LA ROUGET IPA 30L             	BIERES                        	BIERE FUT 30L                 	8618	4.37170992136	0	2
BASQ ALL THAT GLITTERS 44CL   	BIERES                        	BIERE 33/44/50 CL BTE         	8626	3.671999716759	0	2
BASQUELAND LANZAROTE 44CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8627	3.428999948502	0	2
DEBAUC HAPPE PAR LA CHAIR 33CL	BIERES                        	BIERE 33/44/50 CL BTE         	8628	3.982500064373	2	2
CLOS GRAVILLAS ALIVE 75CL     	VINS                          	MINERVOIS                     	8629	8.9	60	2
CLOS GRAVILLAS COTÉ OBSCUR 75C	VINS                          	MINERVOIS                     	8630	8.5	46	2
CLOS GRAVILL JOUR DE TEUF 75CL	VINS                          	MINERVOIS                     	8631	9.2	26	2
CLOS DU GRAVILLAS  HAPPY  75CL	VINS                          	MINERVOIS                     	8632	7.222499871254	27	2
PAULINE PABIOT LE COTEAU 75CL 	VINS                          	BOURGOGNE BLANC               	8634	14.58000025749	18	2
CROIX SENAILLET - MATISCO 75CL	VINS                          	BOURGOGNE BLANC               	8635	28	0	2
BRIO CANTENAC BROWN 2020 75CL 	VINS                          	MARGAUX                       	8636	28	6	2
DOMAINE CHAPELLE - ALIGOTÉ 75C	VINS                          	BOURGOGNE BLANC               	8637	14.75550041199	9	2
DOSKIWIS HEARTBREAKER 30L     	BIERES                        	BIERE FUT 30L                 	8638	4.527900052071	0	2
DOSKIWIS MEDES PILS 30L       	BIERES                        	BIERE FUT 30L                 	8640	3.577500128746	0	2
DOSKIWIS GAP YEAR 44CL        	BIERES                        	BIERE 33/44/50 CL BTE         	8644	3.280500090122	2	2
MONT SALEVE PILS POIL 75CL    	BIERES                        	BIERE 75VP                    	8648	4.050540089607	13	2
MONT SALEVE NEIPA KRUSH 30L KK	BIERES                        	BIERE FUT 30L                 	8649	4.662059998512	30	2
MONT SALEVE NECTARON NEIPA 30L	BIERES                        	BIERE FUT 30L                 	8650	4.662059998512	-60	2
CREME PASSION GIFFARD 70CL    	ALCOOL                        	LIQUEURS CREMES               	8651	9.25	4	2
AVIATEUR LA LIGNE 44BTE       	BIERES                        	BIERE 33/44/50 CL BTE         	8656	3.120389914513	6	2
LAVE VERRE 40X40              	MATERIELS                     	MATERIEL VENTE                	8657	1300.23	0	2
TARAS BOULBA BLONDE BIO 20L   	BIERES                        	BIERE FUT 20L                 	8658	3.75	40	2
BIB OC ROUGE LONGUEROCHE 10L  	VINS PERMANENTS               	CORBIERES                     	8659	21.14699949265	0	2
BIB OC ROSE LONGUEROCHE 10L   	VINS PERMANENTS               	CORBIERES                     	8660	21.14699949265	0	2
BIB CAMAS CHARDONNAY 10L      	VINS PERMANENTS               	VINS PERMANENTS               	8661	24.16499948502	3	2
BIB CAMAS SYRAH ROSE 10L      	VINS PERMANENTS               	VINS PERMANENTS               	8662	20.65500025749	0	2
ART DE VIVRE ROSÉ 75CL        	VINS                          	AOC LANGUEDOC                 	8664	8.626499819756	0	2
GB GRIS BLANC 75CL            	VINS                          	OC                            	8665	7.492500257492	89	2
STIGBERGETS TOP DAWG 44CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8666	3.658500051498	2	2
STIGBERGETS HALVNELSON 44CL   	BIERES                        	BIERE 33/44/50 CL BTE         	8667	3.039794898033	2	2
STIGBERGETS WALK THE WALK 44CL	BIERES                        	BIERE 33/44/50 CL BTE         	8668	3.602204883099	0	2
STIGBER BARREL DWIGHT FRY 33CL	BIERES                        	BIERE 33/44/50 CL BTE         	8669	2.533545058966	47	2
STIGBERGETS TOP PICK 44CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8670	5.908544898033	8	2
STIGBERGETS VICTORIAN 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8671	2.646000051498	1	2
STIGBERGETS FRUITY BOOT 20LK  	BIERES                        	BIERE FUT 20L                 	8672	7.205000209808	20	2
OLIVE VERTE SAV ORIENTAL 2.2KG	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8673	17.68700013161	2	3
SIEUR D'ARQUES 1È BULLES 75CL 	VINS PERMANENTS               	VINS PERMANENTS               	8674	7.488000297546	0	2
SUPERBE MAZE RUNNER 44CL      	BIERES                        	BIERE 33/44/50 CL BTE         	8675	3.461535036564	1	2
BASQUELAND ALVIN 2025 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8677	4.023000025749	2	2
BASQUELAND NORWAY JOSÉ 44CL   	BIERES                        	BIERE 33/44/50 CL BTE         	8682	3.685500025749	1	2
BASQUELAND NEON ZEBRA 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8683	4.157999897003	-1	2
TIKKER LAGER 30L 4,8°         	BIERES                        	BIERE FUT 30L                 	8685	2.5613250494	0	2
GIFFARD PUREE PASSION 1L      	PUREE DE FRUITS               	PUREE DE FRUITS               	8686	12.5	4	3
GIFFARD PUREE FRAISE 1L       	PUREE DE FRUITS               	PUREE DE FRUITS               	8687	11.2	12	3
GIFFARD PUREE FRAMBOISE 1L    	PUREE DE FRUITS               	PUREE DE FRUITS               	8688	12.5	12	3
GIFFARD PUREE MANGUE 1L       	PUREE DE FRUITS               	PUREE DE FRUITS               	8689	11.2	24	3
RHUM FOURSQUARE 2013 70CL     	ALCOOL                        	RHUMS TIERS                   	8690	134.9640007019	0	2
NUSBAUMER POIRE 70CL          	ALCOOL                        	EAU DE VIE                    	8691	28	5	2
GIN PORTOFINO 50CL            	ALCOOL                        	GIN                           	8692	29	12	2
RHUM HAMPDEN 1753 70CL        	ALCOOL                        	RHUMS TIERS                   	8693	36.01014982224	4	2
WHISKY CRAIGELLACHIE 10A 70CL 	ALCOOL                        	WHISKY                        	8694	39.08850193024	0	2
WHISKY EDRADOUR 10 ANS 70CL   	ALCOOL                        	WHISKY                        	8695	40.59499912262	2	2
TOMETTE CHEVRE 37% 550G ONETIK	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8697	56.4	3	3
TOMME APRES SOLEIL 32% LC 5KG 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8698	56.4	1	3
TOMME CROQUANTS 31% 850G      	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8699	56.4	3	3
PATE CAMPAGNE PV 180G         	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8700	4.023000025749	12	3
RATZ XV 33CL                  	BIERES                        	BIERE 20/25/33/35CL VP        	8701	1.50660007596	6	2
LA SYMPHONIE DES FROMAGES     	COMPTOIR TERRASSE             	PLANCHES                      	8702	6.7	0	4
LA MINI PAN HARMONIE          	COMPTOIR TERRASSE             	PLANCHES                      	8703	6.363588341904	0	4
LA PAN HARMONIE               	COMPTOIR TERRASSE             	PLANCHES                      	8704	11.817975	0	4
VERRE CONIQUE 25CL            	ARTICLES DIVERS               	VERRERIE                      	8705	1.5	240	2
VERRE CONIQUE 33/50CL         	ARTICLES DIVERS               	VERRERIE                      	8706	1.5	150	2
RILLETTES MANS PP TERR VOF 1KG	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8707	29.10000038147	2	3
GARAGE P9 20L KK              	BIERES                        	BIERE FUT 20L                 	8711	4.940825036764	60	2
MONT SALEVE ABRICOT 20L KK    	BIERES                        	BIERE FUT 20L                 	8713	5.974109845161	80	2
LIMONADE BIM 25CL VC          	SOFTS                         	BOISSONS SUCREES VC           	8716	0.59	2640	3
LAUGAR SMOKY MOUNTAIN 20L     	BIERES                        	BIERE FUT 20L                 	8718	7.367028476	0	2
LAUGAR TRIBULATIONS 33CL      	BIERES                        	BIERE 20/25/33/35CL VP        	8719	3.470850133896	23	2
LAUGAR TXOKOTRIP LATA 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8720	4.637924873829	5	2
LAUGAR SMOKY MOUNTAIN 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8721	4.579199945927	20	2
LAUGAR MIDLIFE SCARS LATA 44CL	BIERES                        	BIERE 33/44/50 CL BTE         	8722	4.181625115871	0	2
SLASH BERRY 30L               	BIERES                        	BIERE FUT 30L                 	8723	4.067570066452	90	2
SCHNEIDER ORIGINAL TAP 7 50VC 	BIERES                        	BIERE 50CL VC                 	8726	1.609999966621	40	2
CROQUETAS JAMBON IBERIQUE 30G 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8727	7.175999975205	2	3
MOZZA STICK BREADEAD 28G      	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8728	19.70000076294	5	3
LES MOZA'RT STICKS            	COMPTOIR TERRASSE             	PLANCHES                      	8729	4.545386015821	0	4
CAFE GRAIN SAPHIR 250G        	ALIMENTAIRES                  	CAFE                          	8732	6.2	3	3
AVIATEUR FIRST FLIGHT 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8733	2.7610201478	79	2
FUET CEPES 100G A EMPORTER    	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8734	1.487500071526	38	3
FUET PIQUANT 100G A EMPORTER  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8735	1.487500071526	9	3
GRIS BLANC 150 CL MAGNUM      	VINS PERMANENTS               	OC                            	8736	16.5	0	2
SIROP DE BATTERIE MOYSAN 50CL 	SIROP                         	SIROP                         	8737	11.62	11	3
CHANT DU CYGNE ABSINTHE 50CL  	ALCOOL                        	ABSINTHES                     	8740	37.11118927002	1	2
EDV CHANT DU CYGNE ORIGIN 50CL	ALCOOL                        	EAU DE VIE                    	8741	26.14490413666	3	2
VODKA BBV1 BIO 10L BIDON      	ALCOOL                        	VODKA                         	8742	172.3536071777	3	2
GIN BB6 BIO 10L BIDON         	ALCOOL                        	GIN                           	8743	177.2495910645	3	2
VODKA BBV1 BIO 70CL           	ALCOOL                        	VODKA                         	8744	14.77512016296	6	2
CRISTALINE PETILLANTE 150CL   	EAUX                          	EAUX PET                      	8747	0.4233600139618	572	3
HERITAGE TERRASSE LARZAC 75CL 	VINS                          	AOC LANGUEDOC                 	8748	9.733500051498	0	2
DE RANKE  3 XXX BITTER 20L    	BIERES                        	BIERE FUT 20L                 	8749	4.2	0	2
PATE CAMPAGNE TERR RONDE 2.5KG	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8750	27.30400085449	1	3
CAMAS SYRAH ROSÉ 5L           	VINS PERMANENTS               	OC                            	8751	12.35249948502	5	2
CHAISE DE PLAGE               	ARTICLES DIVERS               	ART. PUB.                     	8754	26.64000091553	5	2
T SHIRT 1803 UNISEX           	ARTICLES DIVERS               	ART. PUB.                     	8756	13.225	0	2
GARAGE PACIFIC TRIFECTA 44CL  	BIERES                        	BIERE 33/44/50 CL BTE         	8757	3.899879872799	4	2
GARAGE NEXICON 44CL           	BIERES                        	BIERE 33/44/50 CL BTE         	8759	3.604500102997	0	2
GARAGE ALL ROSES UNICORNS 44CL	BIERES                        	BIERE 33/44/50 CL BTE         	8760	2.62575007081	1	2
LA SUPERBE JURASSIC JAM 44CL  	BIERES                        	BIERE 33/44/50 CL BTE         	8762	4.110614919663	0	2
LA SUPERBE FLAMME AMBER 33CL  	BIERES                        	BIERE 20/25/33/35CL VP        	8764	1.855575048924	55	2
LA SUPERBE MAREA IPA 33CL     	BIERES                        	BIERE 20/25/33/35CL VP        	8765	1.944675028324	31	2
LA SUPERBE MUXU GOSE 33CL     	BIERES                        	BIERE 20/25/33/35CL VP        	8766	2.178630065918	24	2
CARTOUCHE CO2 5KG             	GAZ                           	GAZ PLEIN                     	8767	17	9	2
BASQUELAND GILDA 33CL         	BIERES                        	BIERE 33/44/50 CL BTE         	8768	2.187000006437	48	2
BASQUELAND SANTA CLARA 33CL   	BIERES                        	BIERE 33/44/50 CL BTE         	8769	1.647000038624	247	2
BASQUELAND POST YOGA 44CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8770	3.348000025749	3	2
BASQUELAND HERO TOSTADA 33CL  	BIERES                        	BIERE 33/44/50 CL BTE         	8773	1.849500006437	252	3
ROHOZEC FESTIVAL 30L          	BIERES                        	BIERE FUT 30L                 	8774	2.09	1650	2
OGEU GAZEUSE 50CL PET X24     	EAUX                          	EAUX PET                      	8775	0.5800949826837	1536	3
FLORIS KRIEK 30L              	BIERES                        	BIERE FUT 30L                 	8776	4.552324085236	330	2
FLORIS FRAISE 30L             	BIERES                        	BIERE FUT 30L                 	8777	5.129149866104	0	2
FLORIS FRAMBOISE 20L          	BIERES                        	BIERE FUT 20L                 	8779	5.379300098419	0	2
DOSKIWIS DIPOLAR 44CL         	BIERES                        	BIERE 33/44/50 CL BTE         	8783	3.307500064373	2	2
DOSKIWIS HEARTBREAKER 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8785	3.172499871254	0	2
DOSKIWIS 7 BAGELS 44CL        	BIERES                        	BIERE 33/44/50 CL BTE         	8786	3.830400152206	2	2
UBY SANS ALCOOL BLANC 75CL    	VINS PERMANENTS               	VINS PERMANENTS               	8787	5.805000257492	16	3
UBY SANS ALCOOL ROSE 75CL     	VINS PERMANENTS               	VINS PERMANENTS               	8788	5.805000257492	20	3
COCA COLA CHERRY 33CL CANETTE 	SOFTS                         	BOISSONS SUCREES BTE          	8789	0.75	96	3
HAPPY DAY MANGUE1L            	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	8790	2.351835000515	0	3
HAPPY DAY ABRICOT 1L          	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	8791	1.645110046864	0	3
STIG THREE HEADED COD 2025 44C	BIERES                        	BIERE 33/44/50 CL BTE         	8796	3.804705011845	10	2
STIGBERGETS DIVE BAR 44CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8797	3.804705011845	1	2
STIGBERGETS LJUS 33CL         	BIERES                        	BIERE 33/44/50 CL BTE         	8799	2.173500019312	57	2
STIGBERGETS SESSION IPA 44CL  	BIERES                        	BIERE 33/44/50 CL BTE         	8800	2.73591016531	1	2
WHISKY HAZELBURN SHERRY 70CL  	ALCOOL                        	WHISKY ECOSSAIS               	8801	67.85	0	2
LUPULUS HAZY SESSION 20L      	BIERES                        	BIERE FUT 20L                 	8802	4.232059895992	0	2
